slug,type,order,text_ar,text_en,amount,unit_ar
labor-complaint-qiwa,step,1,ادخل إلى منصة قوى وسجّل الدخول عبر النفاذ الوطني,Go to Qiwa and log in via National SSO,,
labor-complaint-qiwa,step,2,"اختر ""الخدمات"" ثم ""تقديم شكوى عمالية""",Select Services → File Labor Complaint,,
labor-complaint-qiwa,step,3,اختر نوع الشكوى (تأخر رواتب، إنهاء تعسفي، إلخ),"Choose complaint type (late salary, wrongful termination, etc.)",,
labor-complaint-qiwa,step,4,أدخل تفاصيل الشكوى وارفع المستندات الداعمة,Enter complaint details and upload supporting documents,,
labor-complaint-qiwa,step,5,أرسل الشكوى — ستُحال أولاً للتسوية الودية (21 يوماً),Submit — complaint goes to amicable settlement first (21 days),,
labor-complaint-qiwa,step,6,إذا لم تُحل، تُحال تلقائياً للمحكمة العمالية,"If not resolved, automatically referred to labor court",,
labor-complaint-qiwa,trouble,1,صاحب العمل لم يدفع راتبي منذ 3 أشهر,هذا يعطيك حق نقل خدماتك دون موافقته وفق نظام حماية الأجور. قدّم الشكوى مع كشف حساب بنكي كإثبات.,,
labor-complaint-qiwa,trouble,2,هل يمكن تقديم الشكوى وأنا خارج المملكة؟,نعم، يمكنك التقديم عبر قوى إلكترونياً. لكن حضور جلسات التسوية قد يكون مطلوباً.,,
labor-complaint-qiwa,trouble,3,كم تستغرق العملية كاملة؟,التسوية الودية 21 يوماً. إذا أُحيلت للمحكمة، تأخذ 2-6 أشهر حسب تعقيد القضية.,,
labor-complaint-qiwa,trouble,4,هل أحتاج محامي؟,ليس إلزامياً في مرحلة التسوية الودية. لكن يُنصح به إذا أُحيلت للمحكمة العمالية.,,
marriage-contract-najiz,check,1,هوية الزوج والزوجة سارية,Both spouses' IDs valid,,
marriage-contract-najiz,check,2,موافقة ولي أمر الزوجة (إذا لزم),Guardian approval (if required),,
marriage-contract-najiz,check,3,شهادة فحص ما قبل الزواج,Premarital screening certificate,,
marriage-contract-najiz,check,4,حضور شاهدين,Two witnesses present,,
marriage-contract-najiz,fee,1,التوثيق,,0,مجاني
marriage-contract-najiz,step,1,ادخل إلى بوابة ناجز وسجّل الدخول عبر النفاذ الوطني,Go to Najiz and log in via National SSO,,
marriage-contract-najiz,step,2,"اختر ""الخدمات الإنهائية"" ثم ""توثيق عقد زواج""",Select Notarial Services → Marriage Contract,,
marriage-contract-najiz,step,3,أدخل بيانات الزوج والزوجة والشهود,Enter details of both spouses and witnesses,,
marriage-contract-najiz,step,4,ارفع شهادة الفحص الطبي,Upload premarital screening certificate,,
marriage-contract-najiz,step,5,جميع الأطراف يوافقون إلكترونياً عبر نفاذ,All parties approve electronically via Nafath,,
marriage-contract-najiz,step,6,العقد يصدر موثقاً إلكترونياً,Contract issues as authenticated digital document,,
marriage-contract-najiz,trouble,1,هل يمكن توثيق زواج سعودي من أجنبية؟,يحتاج لتصريح مسبق من وزارة الداخلية. بعد الحصول على التصريح يُوثق عبر ناجز.,,
marriage-contract-najiz,trouble,2,أين أجد شهادة الفحص الطبي؟,تُجرى الفحوصات في مراكز الرعاية الصحية الأولية. النتيجة ترتبط إلكترونياً.,,
musaned-domestic-worker-visa,check,1,هوية وطنية أو إقامة سارية,Valid national ID or Iqama,,
musaned-domestic-worker-visa,check,2,عنوان وطني مسجل,Registered national address,,
musaned-domestic-worker-visa,check,3,عدم وجود مخالفات عمالية سابقة,No previous labor violations,,
musaned-domestic-worker-visa,check,4,القدرة المالية على تحمل تكاليف الاستقدام,Financial ability to cover recruitment costs,,
musaned-domestic-worker-visa,fee,1,تأشيرة الاستقدام,,2000,ر.س تقريباً
musaned-domestic-worker-visa,fee,2,تكاليف الاستقدام (مكتب),,15000,"ر.س - 30,000 ر.س"
musaned-domestic-worker-visa,step,1,سجّل الدخول إلى منصة مساند,Log in to Musaned platform,,
musaned-domestic-worker-visa,step,2,"اختر ""طلب استقدام جديد""",Select New Recruitment Request,,
musaned-domestic-worker-visa,step,3,حدد الجنسية والمهنة والجنس المطلوب,"Select nationality, profession, and gender",,
musaned-domestic-worker-visa,step,4,اختر مكتب استقدام معتمد من القائمة,Choose an approved recruitment agency,,
musaned-domestic-worker-visa,step,5,وقّع العقد إلكترونياً وسدّد الدفعة الأولى,Sign contract electronically and make first payment,,
musaned-domestic-worker-visa,step,6,تابع حالة الطلب عبر مساند حتى وصول العامل,Track request status until worker arrives,,
musaned-domestic-worker-visa,trouble,1,كم يستغرق وصول العامل؟,يختلف حسب الجنسية: 1-3 أشهر للفلبين وإندونيسيا، وقد يكون أقل لجنسيات أخرى.,,
musaned-domestic-worker-visa,trouble,2,ماذا لو لم يعجبني العامل؟,يوجد فترة تجربة (90 يوماً). يمكنك إعادة العامل عبر مساند واسترداد جزء من المبلغ حسب سياسة المكتب.,,
musaned-domestic-worker-visa,trouble,3,هل يمكن نقل عمالة منزلية بدلاً من الاستقدام؟,نعم، يمكن نقل خدمات عمالة منزلية من كفيل آخر عبر منصة مساند.,,
musaned-transfer-domestic-worker,check,1,إقامة العامل سارية,Worker's Iqama is valid,,
musaned-transfer-domestic-worker,check,2,لا يوجد بلاغ تغيب مسجل على العامل,No absconding report on worker,,
musaned-transfer-domestic-worker,check,3,موافقة الكفيل الحالي,Current sponsor's approval,,
musaned-transfer-domestic-worker,fee,1,رسوم نقل الخدمات,,2000,ر.س
musaned-transfer-domestic-worker,step,1,يسجّل الكفيل الجديد الدخول إلى منصة مساند,New sponsor logs in to Musaned,,
musaned-transfer-domestic-worker,step,2,"اختر ""نقل خدمات عمالة منزلية""",Select Transfer Domestic Worker,,
musaned-transfer-domestic-worker,step,3,أدخل رقم إقامة العامل,Enter worker's Iqama number,,
musaned-transfer-domestic-worker,step,4,الكفيل الحالي يوافق إلكترونياً,Current sponsor approves electronically,,
musaned-transfer-domestic-worker,step,5,سدّد رسوم النقل,Pay transfer fees,,
musaned-transfer-domestic-worker,step,6,يتم النقل خلال أيام عمل قليلة,Transfer completes within a few business days,,
musaned-transfer-domestic-worker,trouble,1,الكفيل الحالي يرفض النقل,في بعض الحالات يمكن النقل دون موافقته (مثل عدم دفع الراتب أو سوء المعاملة). قدّم شكوى عبر مساند.,,
musaned-transfer-domestic-worker,trouble,2,هل يمكن نقل عمالة منزلية عبر قوى؟,لا، نقل العمالة المنزلية حصرياً عبر منصة مساند وليس قوى.,,
nafath-setup,check,1,هوية وطنية أو إقامة سارية,Valid national ID or Iqama,,
nafath-setup,check,2,رقم جوال سعودي مسجل في أبشر,Saudi mobile number registered in Absher,,
nafath-setup,check,3,هاتف ذكي (iOS أو Android),Smartphone (iOS or Android),,
nafath-setup,fee,1,التفعيل,,0,مجاني
nafath-setup,step,1,حمّل تطبيق نفاذ من App Store أو Google Play,Download Nafath app from App Store or Google Play,,
nafath-setup,step,2,"افتح التطبيق واختر ""تسجيل جديد""",Open app and select New Registration,,
nafath-setup,step,3,أدخل رقم الهوية أو الإقامة,Enter national ID or Iqama number,,
nafath-setup,step,4,أدخل رمز التحقق المرسل لجوالك المسجل في أبشر,Enter OTP sent to your Absher-registered mobile,,
nafath-setup,step,5,أنشئ رقم سري للتطبيق (PIN),Create app PIN,,
nafath-setup,step,6,فعّل البصمة أو التعرف على الوجه (اختياري),Enable fingerprint or Face ID (optional),,
nafath-setup,trouble,1,لم يصلني رمز التحقق,تأكد أن رقم جوالك المسجل في أبشر هو نفسه الذي تستخدمه. إذا كان مختلفاً، حدّث الرقم في أبشر أولاً.,,
nafath-setup,trouble,2,كيف أستخدم نفاذ لتسجيل الدخول؟,"عند تسجيل الدخول لأي منصة حكومية، اختر ""الدخول عبر النفاذ الوطني"" → يصلك إشعار في تطبيق نفاذ → اضغط ""قبول"".",,
nafath-setup,trouble,3,غيّرت جوالي — كيف أنقل نفاذ؟,حمّل التطبيق على الجوال الجديد وأعد التسجيل. سيتم ربطه بالجهاز الجديد تلقائياً.,,
pay-traffic-fines,check,1,وجود حساب مفعّل في أبشر,Active Absher account,,
pay-traffic-fines,check,2,حساب بنكي مربوط بسداد,Bank account linked to Sadad,,
pay-traffic-fines,fee,1,رسوم الخدمة,,0,مجانية
pay-traffic-fines,step,1,سجّل الدخول إلى أبشر أفراد,Log in to Absher Individuals,,
pay-traffic-fines,step,2,"اختر ""خدماتي"" ثم ""خدمات المرور""",Go to My Services → Traffic Services,,
pay-traffic-fines,step,3,"اختر ""الاستعلام عن المخالفات المرورية""",Select Check Traffic Violations,,
pay-traffic-fines,step,4,ستظهر قائمة بجميع المخالفات مع التفاصيل (المبلغ، التاريخ، الموقع),"All violations listed with details (amount, date, location)",,
pay-traffic-fines,step,5,"اختر المخالفات المراد سدادها واضغط ""سداد""",Select violations to pay and click Pay,,
pay-traffic-fines,step,6,أكمل السداد عبر سداد أو عبر تطبيق البنك مباشرة,Complete payment via Sadad or banking app,,
pay-traffic-fines,trouble,1,مخالفة مسجلة على مركبتي لكنني لم أكن السائق,يمكنك تقديم اعتراض عبر منصة أبشر أو تطبيق المرور (كلنا أمن). يجب تقديم الاعتراض خلال 30 يوماً من تاريخ المخالفة.,,
pay-traffic-fines,trouble,2,هل هناك خصم على السداد المبكر؟,نعم، بعض المخالفات عليها خصم 25% عند السداد خلال 30 يوماً من تاريخ تسجيلها.,,
pay-traffic-fines,trouble,3,المخالفات لا تظهر في أبشر,قد تحتاج 48-72 ساعة لتظهر بعد التسجيل. يمكنك أيضاً الاستعلام عبر تطبيق المرور أو منصة إيفاء.,,
power-of-attorney-najiz,check,1,هوية وطنية سارية للموكّل والوكيل,Valid national IDs for both principal and agent,,
power-of-attorney-najiz,check,2,كلا الطرفين لديهما حساب في أبشر ونفاذ,Both parties have Absher and Nafath accounts,,
power-of-attorney-najiz,fee,1,الإصدار,,0,مجاني
power-of-attorney-najiz,step,1,ادخل إلى بوابة ناجز وسجّل الدخول عبر النفاذ الوطني,Go to Najiz and log in via National SSO,,
power-of-attorney-najiz,step,2,"اختر ""الخدمات الإنهائية"" ثم ""إصدار وكالة""",Select Notarial Services → Issue Power of Attorney,,
power-of-attorney-najiz,step,3,حدد نوع الوكالة (عامة أو خاصة) والصلاحيات,Choose type (general or specific) and authorities,,
power-of-attorney-najiz,step,4,أدخل بيانات الوكيل (رقم الهوية),Enter agent's ID number,,
power-of-attorney-najiz,step,5,الوكيل يقبل إلكترونياً عبر نفاذ,Agent accepts electronically via Nafath,,
power-of-attorney-najiz,step,6,الوكالة تصدر موثقة إلكترونياً,Power of attorney issues as authenticated digital document,,
power-of-attorney-najiz,trouble,1,هل يمكن إلغاء الوكالة لاحقاً؟,نعم، يمكن إلغاؤها في أي وقت عبر ناجز.,,
power-of-attorney-najiz,trouble,2,هل يمكن إصدار وكالة لشخص خارج المملكة؟,يجب أن يقبل الوكيل إلكترونياً. إذا كان خارج المملكة، يمكنه القبول عبر تطبيق نفاذ.,,
power-of-attorney-najiz,trouble,3,ما الفرق بين الوكالة العامة والخاصة؟,العامة تمنح صلاحيات واسعة. الخاصة تقتصر على مهام محددة (مثل بيع عقار معين).,,
property-deed-transfer-najiz,check,1,صك ملكية إلكتروني باسم البائع,Electronic property deed in seller's name,,
property-deed-transfer-najiz,check,2,هوية البائع والمشتري سارية,Both parties' IDs valid,,
property-deed-transfer-najiz,check,3,عدم وجود رهن أو حجز على العقار,No mortgage or hold on property,,
property-deed-transfer-najiz,check,4,سداد ضريبة التصرفات العقارية (5%),Real estate transaction tax (5%) paid,,
property-deed-transfer-najiz,fee,1,رسوم الإفراغ,,0,مجاني
property-deed-transfer-najiz,fee,2,ضريبة التصرفات العقارية,,5,% من قيمة العقار
property-deed-transfer-najiz,step,1,سدّد ضريبة التصرفات العقارية عبر موقع هيئة الزكاة,Pay real estate tax via ZATCA portal,,
property-deed-transfer-najiz,step,2,"البائع يدخل ناجز ويختار ""إفراغ عقاري""",Seller enters Najiz and selects Property Transfer,,
property-deed-transfer-najiz,step,3,يدخل بيانات المشتري ورقم الصك والمبلغ,"Enter buyer details, deed number, and amount",,
property-deed-transfer-najiz,step,4,المشتري يوافق إلكترونياً عبر نفاذ,Buyer approves via Nafath,,
property-deed-transfer-najiz,step,5,الصك الجديد يصدر باسم المشتري فوراً,New deed issues in buyer's name instantly,,
property-deed-transfer-najiz,trouble,1,الصك ورقي وليس إلكتروني,يجب تحويله إلى إلكتروني عبر ناجز أولاً (خدمة تحديث الصكوك).,,
property-deed-transfer-najiz,trouble,2,هل يمكن إفراغ عقار مرهون؟,لا، يجب فك الرهن من البنك أولاً.,,
property-deed-transfer-najiz,trouble,3,من يدفع ضريبة التصرفات العقارية؟,البائع هو المسؤول نظاماً، لكن يمكن الاتفاق على تحمّل المشتري لها.,,
register-national-address,check,1,الهوية الوطنية أو الإقامة سارية,Valid national ID or Iqama,,
register-national-address,check,2,معرفة الموقع الدقيق لسكنك على الخريطة,Know your exact location on the map,,
register-national-address,check,3,رقم جوال مسجل في أبشر,Phone number registered in Absher,,
register-national-address,fee,1,التسجيل,,0,مجاني
register-national-address,step,1,ادخل إلى موقع سبل (splonline.com.sa) أو التطبيق,Go to SPL website or app,,
register-national-address,step,2,سجّل الدخول عبر النفاذ الوطني الموحد,Log in via National SSO (Nafath),,
register-national-address,step,3,"اختر ""تسجيل عنوان جديد"" أو ""تحديث العنوان""",Select Register New Address or Update Address,,
register-national-address,step,4,حدد موقعك على الخريطة بدقة,Pin your exact location on the map,,
register-national-address,step,5,أدخل تفاصيل العنوان (رقم المبنى، الشارع، الحي),"Enter address details (building, street, district)",,
register-national-address,step,6,"اضغط ""حفظ"" — العنوان يُفعّل فوراً",Save — address activates immediately,,
register-national-address,trouble,1,الموقع على الخريطة غير دقيق,حرّك الدبوس يدوياً إلى الموقع الصحيح. يمكنك أيضاً إدخال الإحداثيات من خرائط قوقل.,,
register-national-address,trouble,2,لا يظهر خيار التسجيل,"قد يكون لديك عنوان مسجل مسبقاً. جرّب خيار ""تحديث"" بدلاً من ""تسجيل جديد"".",,
register-national-address,trouble,3,هل العنوان الوطني مطلوب للمقيمين؟,نعم، مطلوب لفتح حساب بنكي وللعديد من الخدمات الإلكترونية.,,
renew-commercial-registration,check,1,السجل التجاري الحالي لم يُشطب,Current CR not struck off,,
renew-commercial-registration,check,2,عنوان وطني محدث للمنشأة,Updated national address for establishment,,
renew-commercial-registration,check,3,اشتراك الغرفة التجارية ساري,Chamber of Commerce subscription active,,
renew-commercial-registration,fee,1,سجل رئيسي,,200,ر.س / سنة
renew-commercial-registration,fee,2,سجل فرعي,,100,ر.س / سنة
renew-commercial-registration,step,1,ادخل إلى المركز السعودي للأعمال وسجّل الدخول,Go to business.sa and log in,,
renew-commercial-registration,step,2,"اختر ""تجديد سجل تجاري"" من القائمة",Select Renew Commercial Registration,,
renew-commercial-registration,step,3,اختر السجل المراد تجديده وحدد المدة,Select CR and choose duration,,
renew-commercial-registration,step,4,راجع الرسوم وسدّد عبر سداد,Review fees and pay via Sadad,,
renew-commercial-registration,step,5,السجل يُجدد فورياً بعد السداد,CR renews instantly after payment,,
renew-commercial-registration,trouble,1,السجل انتهى منذ أكثر من 30 يوم,إذا لم يُشطب بعد، يمكن التجديد مع دفع الغرامة. إذا شُطب، يجب إصدار سجل جديد.,,
renew-commercial-registration,trouble,2,هل يمكن التجديد لأكثر من سنة؟,نعم، يمكن التجديد لمدة تصل إلى 5 سنوات.,,
renew-driving-license,check,1,الهوية الوطنية أو الإقامة سارية المفعول,Valid national ID or Iqama,,
renew-driving-license,check,2,سداد جميع المخالفات المرورية,All traffic fines paid,,
renew-driving-license,check,3,اجتياز الفحص الطبي (للمقيمين أو عند التجديد لأكثر من 10 سنوات),Medical exam passed (for residents or 10+ year renewals),,
renew-driving-license,check,4,تأمين مركبة ساري (مطلوب في بعض الحالات),Valid vehicle insurance (required in some cases),,
renew-driving-license,fee,1,تجديد 5 سنوات,,200,ر.س
renew-driving-license,fee,2,تجديد 10 سنوات,,400,ر.س
renew-driving-license,fee,3,توصيل الرخصة,,39,ر.س
renew-driving-license,step,1,سجّل الدخول إلى منصة أبشر أفراد,Log in to Absher Individuals,,
renew-driving-license,step,2,"اختر ""خدماتي"" ثم ""خدمات المرور""",Go to My Services → Traffic Services,,
renew-driving-license,step,3,"اختر ""تجديد رخصة القيادة""",Select Renew Driving License,,
renew-driving-license,step,4,اختر مدة التجديد (5 أو 10 سنوات),Choose renewal duration (5 or 10 years),,
renew-driving-license,step,5,"راجع البيانات واضغط ""تأكيد""",Review details and confirm,,
renew-driving-license,step,6,سدّد الرسوم — يمكنك طلب التوصيل أو استلام الرخصة إلكترونياً عبر توكلنا,Pay fees — request delivery or access digitally via Tawakkalna,,
renew-driving-license,trouble,1,"ظهرت رسالة ""يلزم فحص طبي""",قم بزيارة أي مستوصف أو مستشفى معتمد واطلب فحص رخصة القيادة. النتيجة ترتبط تلقائياً بأبشر.,,
renew-driving-license,trouble,2,هل يمكن التجديد والرخصة منتهية منذ سنوات؟,نعم، مع دفع غرامات التأخير. قد يُطلب فحص طبي إذا مضت فترة طويلة.,,
renew-driving-license,trouble,3,هل يمكن الحصول على رخصة رقمية بدل الطباعة؟,نعم، رخصة القيادة متاحة رقمياً عبر تطبيق توكلنا وهي معتمدة رسمياً.,,
renew-ejar-contract,check,1,عقد إيجار موثق وساري في منصة إيجار,Authenticated active Ejar contract,,
renew-ejar-contract,check,2,موافقة المؤجر والمستأجر,Both landlord and tenant consent,,
renew-ejar-contract,check,3,عدم وجود مخالفات على العقد الحالي,No violations on current contract,,
renew-ejar-contract,fee,1,تجديد عقد سكني,,125,ر.س / سنة
renew-ejar-contract,fee,2,تجديد عقد تجاري,,200,ر.س / سنة
renew-ejar-contract,step,1,يدخل المؤجر أو الوسيط إلى منصة إيجار,Landlord or broker logs in to Ejar,,
renew-ejar-contract,step,2,اختر العقد المراد تجديده من قائمة العقود,Select contract to renew from contracts list,,
renew-ejar-contract,step,3,حدد مدة التجديد والقيمة الجديدة (إن تغيرت),Set renewal duration and new rent (if changed),,
renew-ejar-contract,step,4,المستأجر يوافق إلكترونياً عبر أبشر أو نفاذ,Tenant approves electronically via Absher/Nafath,,
renew-ejar-contract,step,5,سدّد الرسوم — العقد يُجدد فورياً,Pay fees — contract renews instantly,,
renew-ejar-contract,trouble,1,المؤجر رفع الإيجار ولا أوافق,يمكنك رفض التجديد بالقيمة الجديدة. إذا لم يتم الاتفاق، يحق لكل طرف اللجوء للجنة إيجار عبر المنصة.,,
renew-ejar-contract,trouble,2,العقد انتهى ولم يُجدد — ماذا يحدث؟,"العقد يتحول لحالة ""منتهي"" في إيجار. يمكن تجديده بأثر رجعي أو إنشاء عقد جديد.",,
renew-ejar-contract,trouble,3,هل يمكن تجديد العقد بقيمة مختلفة؟,نعم، يمكن تعديل القيمة عند التجديد بموافقة الطرفين.,,
renew-health-insurance,check,1,إقامة أو هوية وطنية سارية,Valid Iqama or national ID,,
renew-health-insurance,check,2,معرفة شركة التأمين الحالية,Know your current insurance company,,
renew-health-insurance,fee,1,التأمين (يختلف حسب الفئة),,500,"ر.س - 2,000+ ر.س / سنة"
renew-health-insurance,step,1,ادخل إلى موقع مجلس الضمان الصحي للتحقق من حالة تأمينك,Go to CCHI website to check your insurance status,,
renew-health-insurance,step,2,أدخل رقم الهوية أو الإقامة,Enter national ID or Iqama number,,
renew-health-insurance,step,3,إذا كان منتهياً، تواصل مع صاحب العمل لتجديده,"If expired, contact your employer to renew",,
renew-health-insurance,step,4,صاحب العمل يجدد عبر شركة التأمين المعتمدة,Employer renews through approved insurance company,,
renew-health-insurance,step,5,تحقق من التفعيل عبر موقع الضمان بعد 24-48 ساعة,Verify activation on CCHI site after 24-48 hours,,
renew-health-insurance,trouble,1,كيف أعرف إذا تأميني ساري؟,"ادخل موقع مجلس الضمان الصحي → الاستعلام عن التأمين → أدخل رقم الهوية. أو عبر تطبيق ""صحتي"".",,
renew-health-insurance,trouble,2,صاحب العمل لا يريد تجديد التأمين,التأمين الصحي إلزامي. قدّم شكوى عبر منصة قوى أو مجلس الضمان الصحي.,,
renew-iqama,check,1,جواز السفر ساري المفعول (6 أشهر على الأقل),Passport valid for at least 6 months,,
renew-iqama,check,2,لا توجد مخالفات مرورية غير مسددة,No unpaid traffic violations,,
renew-iqama,check,3,تأمين طبي ساري ومرتبط بمجلس الضمان,Active medical insurance linked to CCHI,,
renew-iqama,check,4,رسوم التجديد مسددة عبر سداد,Renewal fees paid via Sadad,,
renew-iqama,check,5,لا يوجد بلاغ تغيب عن العمل,No absconding report filed,,
renew-iqama,fee,1,عمالة منزلية,,600,ر.س / سنة
renew-iqama,fee,2,مرافقين,,650,ر.س / سنة
renew-iqama,fee,3,التوصيل,,39,ر.س
renew-iqama,step,1,سجّل الدخول إلى منصة أبشر أفراد أو أبشر أعمال,Log in to Absher Individuals or Absher Business,,
renew-iqama,step,2,"من القائمة الرئيسية، اختر ""خدماتي"" ثم ""الجوازات""",Go to My Services → Passports,,
renew-iqama,step,3,"اختر ""خدمات هوية مقيم"" ثم ""تجديد هوية مقيم""",Select Resident ID Services → Renew Resident ID,,
renew-iqama,step,4,اختر المقيم المراد تجديد إقامته من القائمة,Select the resident from the list,,
renew-iqama,step,5,"راجع البيانات وتأكد من صحتها، ثم اضغط ""تأكيد""",Review details and confirm,,
renew-iqama,step,6,سيظهر رقم العملية — احتفظ به للمتابعة,Save the transaction number for tracking,,
renew-iqama,trouble,1,"ظهرت رسالة ""لا يمكن التجديد""","غالباً بسبب: جواز منتهي، تأمين غير ساري، أو مخالفات غير مسددة. راجع بند ""تأكد قبل البدء"" أعلاه.",,
renew-iqama,trouble,2,تم السداد لكن لم يظهر في أبشر,انتظر 24 ساعة بعد السداد عبر سداد. إذا استمرت المشكلة، تواصل مع البنك للتأكد من نجاح العملية.,,
renew-iqama,trouble,3,هل يمكن التجديد قبل انتهاء الإقامة؟,نعم، يمكن التجديد إذا كانت صلاحية الهوية أقل من 14 شهراً.,,
renew-iqama,trouble,4,ماذا لو تأخرت عن موعد التجديد؟,"يجب التجديد قبل انتهاء الصلاحية بـ 3 أيام. الغرامة 500 ر.س للمرة الأولى، 1,000 للتكرار، والإبعاد للمرة الثالثة.",,
renew-national-id,check,1,العمر 15 سنة فأكثر,Age 15 or above,,
renew-national-id,check,2,عنوان وطني مسجل ومحدث,Registered and updated national address,,
renew-national-id,check,3,سداد المخالفات المرورية,Traffic fines paid,,
renew-national-id,fee,1,رسوم التجديد,,100,ر.س
renew-national-id,fee,2,التوصيل,,39,ر.س
renew-national-id,step,1,سجّل الدخول إلى أبشر أفراد,Log in to Absher Individuals,,
renew-national-id,step,2,"اختر ""خدماتي"" ثم ""الأحوال المدنية""",Go to My Services → Civil Affairs,,
renew-national-id,step,3,"اختر ""تجديد بطاقة الهوية الوطنية""",Select Renew National ID Card,,
renew-national-id,step,4,تأكد من صحة البيانات واضغط تأكيد,Verify data and confirm,,
renew-national-id,step,5,سدّد الرسوم واختر التوصيل,Pay and choose delivery,,
renew-national-id,trouble,1,هل يمكن التجديد قبل انتهاء الهوية؟,نعم، يمكن التجديد قبل الانتهاء بـ 180 يوماً.,,
renew-national-id,trouble,2,الهوية الرقمية في توكلنا هل تغني عن البطاقة؟,الهوية الرقمية معتمدة رسمياً ولكن يُنصح بالاحتفاظ بالبطاقة الفعلية.,,
renew-saudi-passport,check,1,الهوية الوطنية سارية المفعول,Valid national ID,,
renew-saudi-passport,check,2,تسديد جميع المخالفات المرورية,All traffic fines paid,,
renew-saudi-passport,check,3,عنوان وطني مسجل ومحدث في سبل,Registered national address in Subol,,
renew-saudi-passport,check,4,صورة شخصية بخلفية بيضاء (للإصدار الجديد),White background photo (for new issuance),,
renew-saudi-passport,fee,1,إصدار / تجديد,,300,ر.س
renew-saudi-passport,fee,2,التوصيل,,39,ر.س
renew-saudi-passport,step,1,سجّل الدخول إلى أبشر أفراد,Log in to Absher Individuals,,
renew-saudi-passport,step,2,"اختر ""خدماتي"" ثم ""الجوازات"" ثم ""إصدار/تجديد جواز سفر""",Go to My Services → Passports → Issue/Renew Passport,,
renew-saudi-passport,step,3,ارفع الصورة الشخصية (بخلفية بيضاء ومقاس 4×6),"Upload photo (white background, 4×6 size)",,
renew-saudi-passport,step,4,اختر مدة الجواز وراجع البيانات,Select passport duration and review details,,
renew-saudi-passport,step,5,سدّد الرسوم واختر التوصيل أو الاستلام,Pay and choose delivery or pickup,,
renew-saudi-passport,trouble,1,الصورة مرفوضة,تأكد من أنها بخلفية بيضاء، واضحة الملامح، بدون نظارات، ومقاس 4×6 سم.,,
renew-saudi-passport,trouble,2,هل يمكن تجديد جواز طفل؟,نعم، عبر حساب ولي الأمر في أبشر. يحتاج لصورة حديثة للطفل.,,
renew-saudi-passport,trouble,3,كم يستغرق وصول الجواز؟,عادة 3-5 أيام عمل عند اختيار التوصيل.,,
renew-work-permit,check,1,المنشأة في نطاق أخضر أو أعلى (نطاقات),Establishment in green Nitaqat or above,,
renew-work-permit,check,2,لا توجد مخالفات عمالية على المنشأة,No labor violations on establishment,,
renew-work-permit,check,3,سداد المقابل المالي عبر سداد,Financial compensation paid via Sadad,,
renew-work-permit,check,4,رقم الإقامة ساري المفعول,Valid Iqama number,,
renew-work-permit,fee,1,رسوم رخصة العمل,,100,ر.س / سنة
renew-work-permit,fee,2,المقابل المالي,,400,ر.س / شهر
renew-work-permit,step,1,سجّل الدخول إلى منصة قوى,Log in to Qiwa platform,,
renew-work-permit,step,2,"اختر ""رخص العمل"" من القائمة الرئيسية",Select Work Permits from main menu,,
renew-work-permit,step,3,"اختر ""إصدار"" أو ""تجديد"" رخصة عمل",Choose Issue or Renew work permit,,
renew-work-permit,step,4,اختر العامل وحدد المدة (سنة أو أقل),Select worker and duration,,
renew-work-permit,step,5,"راجع الرسوم والمقابل المالي ثم اضغط ""تأكيد""",Review fees and confirm,,
renew-work-permit,step,6,سدّد المبلغ عبر سداد — الرخصة تصدر تلقائياً بعد السداد,Pay via Sadad — permit issues automatically after payment,,
renew-work-permit,trouble,1,"ظهرت رسالة ""المنشأة غير مؤهلة""",المنشأة في النطاق الأحمر أو عليها مخالفات. راجع لوحة نطاقات في قوى وصحّح الوضع أولاً.,,
renew-work-permit,trouble,2,ما الفرق بين رسوم رخصة العمل والمقابل المالي؟,"رخصة العمل 100 ر.س/سنة رسم حكومي. المقابل المالي 400 ر.س/شهر (4,800/سنة) يُدفع عن كل عامل وافد.",,
renew-work-permit,trouble,3,هل يمكن إصدار رخصة لأقل من سنة؟,نعم، يمكن إصدارها لمدة 3 أو 6 أشهر بحسب الحاجة، مع تناسب الرسوم.,,
replacement-national-id,check,1,معرفة رقم الهوية الوطنية,Know your national ID number,,
replacement-national-id,check,2,عنوان وطني مسجل ومحدث,Registered and updated national address,,
replacement-national-id,check,3,حساب أبشر مفعّل,Active Absher account,,
replacement-national-id,fee,1,بدل فاقد / تالف,,100,ر.س
replacement-national-id,fee,2,التوصيل,,39,ر.س
replacement-national-id,step,1,سجّل الدخول إلى أبشر أفراد,Log in to Absher Individuals,,
replacement-national-id,step,2,"اختر ""خدماتي"" ثم ""الأحوال المدنية""",Go to My Services → Civil Affairs,,
replacement-national-id,step,3,"اختر ""إصدار بدل فاقد"" أو ""بدل تالف""",Select Issue Replacement (Lost) or (Damaged),,
replacement-national-id,step,4,أكّد البيانات واختر التوصيل أو الاستلام,Confirm details and choose delivery or pickup,,
replacement-national-id,step,5,سدّد الرسوم — البطاقة تصل خلال 3-5 أيام عمل,Pay fees — card arrives in 3-5 business days,,
replacement-national-id,trouble,1,فقدت هويتي خارج المملكة,راجع أقرب سفارة أو قنصلية سعودية للحصول على وثيقة سفر مؤقتة، ثم أصدر بدل فاقد بعد العودة.,,
